Mode,Category,Subcategory,Note,Income/Expense,Amount(Pounds),date
Cash,Transportation,Train,Place 0 to Bandra,Expense,0.184,2024-03-10
Cash,Transportation,auto,Current Residence to Place 0,Expense,0.092,2024-03-10
Cash,Transportation,auto,Bandra to Bandra terminus,Expense,0.184,2024-03-10
Saving Bank account 1,Other,,Amazon prime,Expense,1.1868,2024-03-09
Cash,Other,,print out,Expense,0.0552,2024-03-09
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-03-07
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-03-07
Cash,Transportation,auto,B45 to brc,Expense,0.092,2024-03-06
Cash,Food,beverage,orange juice,Expense,0.22999999999999998,2024-03-06
Cash,Transportation,auto,to office,Expense,0.092,2024-03-06
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-03-05
Cash,Beauty,grooming,,Expense,0.368,2024-03-05
Cash,Food,beverage,mosambi juice,Expense,0.22999999999999998,2024-03-04
Cash,water (jar /tanker),,water jar,Expense,0.9936,2024-03-03
Cash,garbage disposal,,,Expense,0.15639999999999998,2024-03-03
Cash,maid,,,Expense,3.0636,2024-03-03
Cash,Cook,,,Expense,15.3364,2024-03-03
Cash,Health,Medicine,painkillers,Expense,0.7544,2024-03-03
Cash,Health,Hospital,root canal advance,Expense,27.599999999999998,2024-03-03
Cash,Food,Tea,,Expense,0.276,2024-03-02
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-03-02
Saving Bank account 1,Rent,,,Expense,26.0636,2024-03-02
Cash,Health,Medicine,painkillers,Expense,2.0792,2024-03-02
Cash,Health,Hospital,dentist check-up,Expense,2.76,2024-03-02
Cash,Food,Lunch,canteen lunch,Expense,0.22999999999999998,2024-03-02
Cash,Transportation,auto,to office,Expense,0.092,2024-03-02
Cash,Food,breakfast,2 uttapam,Expense,0.368,2024-03-02
Cash,Food,fruits,bananas,Expense,0.184,2024-03-01
Cash,Food,Dinner,At restaurant,Expense,0.736,2024-03-01
Saving Bank account 1,Food,Lunch,chicken manchow soup,Expense,0.8096,2024-03-01
Cash,Food,Tea,,Expense,0.0552,2024-03-01
Saving Bank account 1,Salary,,From workplace ,Income,458.2152,
Cash,Food,Milk,,Expense,0.2392,
Cash,Food,Lunch,chicken thali,Expense,0.506,
Cash,Food,Tea,,Expense,0.184,
Cash,Food,Tea,,Expense,0.0552,
Cash,Transportation,auto,office to vasna road,Expense,0.552,
Cash,Food,Grocery,eggs,Expense,0.276,
Cash,Food,Milk,,Expense,0.2392,
Cash,Food,Grocery,vegetable,Expense,1.472,
Cash,Transportation,auto,ola auto - BRC to b45,Expense,0.6072,
Cash,Food,Tea,,Expense,0.092,
Cash,Transportation,auto,Bandra to Bandra terminus,Expense,0.184,
Cash,Transportation,Train,Place 0 to Bandra,Expense,0.184,
Cash,Apparel,Footwear,shoe polish,Expense,0.184,
Credit Card,Transportation,train,to and fro Mum to BRC,Expense,4.8392,
Saving Bank account 1,Other,,splitwise settlement,Expense,37.8856,
Cash,Health,Health,face mask,Expense,0.414,
Cash,Health,Medicine,koflet,Expense,0.31279999999999997,
Cash,Food,,milk 1lit ,Expense,0.552,
Cash,Food,,dinner,Expense,2.0884,
Saving Bank account 1,Food,,kaju katli 250gm,Expense,2.2908,
Cash,Transportation,,local - Place 0 to Place 5 return,Expense,0.276,
Cash,Household,,mixer repair,Expense,2.3,
Cash,Other,,Internet renewal,Expense,4.6,
Cash,Food,,pani puri,Expense,0.184,
Cash,Transportation,,local - vadala road to Place 0,Expense,0.138,
Cash,Transportation,,taxi - dadar to vadala road,Expense,0.31279999999999997,
Cash,Food,,tea,Expense,0.184,
Cash,Food,,bread,Expense,0.138,
Saving Bank account 1,Food,,chana chat + tea,Expense,0.19319999999999998,
Cash,Food,,milk half shakti,Expense,0.2484,
Cash,Food,,Kurkure,Expense,0.092,2024-02-12
Cash,Food,,tea,Expense,0.1104,2024-02-12
Cash,Food,,tea,Expense,0.092,2024-02-12
Cash,Food,,paneer 150 gm,Expense,0.4968,2024-02-11
Saving Bank account 1,Food,,bread pakoda + tea,Expense,0.2392,2024-02-11
Cash,Food,,grocery,Expense,0.552,2024-02-10
Saving Bank account 1,Food,,tea + kachuri,Expense,0.1656,2024-02-10
Cash,Food,,tea,Expense,0.0552,2024-02-10
Cash,Food,,paneer,Expense,0.322,2024-02-09
Cash,Food,,farsan + khari sing,Expense,1.38,2024-02-09
Saving Bank account 1,Transportation,,train - brc to mmct,Expense,1.6192,2024-02-09
Saving Bank account 1,Food,,egg fried rice,Expense,0.7912,2024-02-08
Saving Bank account 1,Other,,deo and amul milk,Expense,3.4132,2024-02-08
Saving Bank account 1,Other,,Internet renewal,Expense,31.28,2024-02-08
Cash,Food,,tea + biscuits,Expense,0.276,2024-02-08
Cash,Food,,tea,Expense,0.0552,2024-02-07
Cash,Food,,water jar,Expense,3.4499999999999997,2024-02-05
Cash,Food,,bhel,Expense,0.368,2024-02-05
Cash,Food,,snacks,Expense,0.19319999999999998,2024-02-05
Credit Card,Food,,grocery,Expense,10.8376,2024-02-04
Cash,Food,,tea,Expense,0.276,2024-02-04
Cash,Food,,milk half shakti,Expense,0.2392,2024-02-04
Cash,Food,,12 eggs,Expense,0.644,2024-02-03
Cash,Food,,tea,Expense,0.092,2024-02-03
Cash,Food,,grocery,Expense,0.9843999999999999,2024-02-03
Cash,Other,,shoe repair,Expense,0.9199999999999999,2024-02-03
Cash,Food,,chana chat + kachori,Expense,0.2484,2024-02-03
Cash,Other,,garbage collector,Expense,0.45999999999999996,2024-02-03
Saving Bank account 1,Other,,Permanent Residence money transfer,Expense,92.0,2024-02-02
Cash,Food,,milk half shakti,Expense,0.2392,2024-02-02
Cash,Food,,5 eggs,Expense,0.276,2024-02-02
Cash,Food,,milk half shakti,Expense,0.2392,2024-02-01
Cash,Household,,electricity bill,Expense,7.2128,2024-02-01
Cash,Apparel,,undergarments,Expense,2.2816,2024-02-01
Cash,Food,,bananas,Expense,0.184,
Cash,Food,,bhindi,Expense,0.368,
Cash,Transportation,,auto - Genda circle to b45,Expense,0.9199999999999999,
Cash,Food,,dinner treat,Expense,9.2368,
Cash,Food,,milk half shakti,Expense,0.2392,
Cash,Food,,good day biscuits,Expense,0.3496,
Cash,Food,,samosa,Expense,0.138,
Cash,Food,,chana chat,Expense,0.138,
Cash,Food,,tea,Expense,0.276,
Cash,Food,,milk half shakti,Expense,0.2392,
Cash,Food,,paav,Expense,0.276,
Credit Card,Food,,grocery,Expense,2.8611999999999997,
Cash,Beauty,,hair cut,Expense,0.552,
Cash,Food,,tea,Expense,0.276,
Cash,Food,,tea,Expense,0.184,
Cash,Food,,snacks,Expense,0.3036,
Cash,Food,,grocery,Expense,1.104,
Cash,Household,,broom,Expense,0.552,
Cash,Food,,samosa + 2 tea,Expense,0.2484,
Cash,Transportation,,train - bdts to brc,Expense,2.4288,
Credit Card,Transportation,,train - brc to mmct,Expense,1.2696,
Cash,Food,,milk half gold,Expense,0.2576,
Cash,Food,,shev,Expense,0.45999999999999996,
Cash,Food,,srikhand,Expense,0.598,
Cash,Food,,milk half gold,Expense,0.2668,
Cash,Food,,vegetable,Expense,0.552,
Cash,Food,,tea,Expense,0.0736,
Cash,Food,,milk half gold,Expense,0.2668,
Cash,Transportation,,auto - GTR to hospital,Expense,0.276,
Cash,Transportation,,auto - Alk to GTR,Expense,0.45999999999999996,
Cash,Transportation,,auto -  to race course,Expense,0.092,
Cash,Food,,Ratri Bazar,Expense,1.426,
Cash,Transportation,,auto - Amit nagar to b45,Expense,0.9199999999999999,
Cash,Food,,tea,Expense,0.092,
Cash,Food,,3 bananas,Expense,0.1196,
Cash,Food,,Lunch - chicken fried rice + chicken soup,Expense,1.104,
Saving Bank account 1,Transportation,,travels - Mumbai to brc,Expense,6.992,
Cash,Other,,Internet renewal,Expense,4.6,
Cash,Food,,tea,Expense,0.092,
Cash,Transportation,,bus - Chinchwad to kala,Expense,1.6099999999999999,2024-01-12
Cash,Transportation,,ola auto - to Chinchwad transport bus stop,Expense,0.5612,2024-01-12
Cash,Beauty,,shaving,Expense,0.45999999999999996,2024-01-11
Cash,Transportation,,ola auto - wakad to GG skies,Expense,1.564,2024-01-11
Cash,Transportation,,auto -hospital to bridge,Expense,0.45999999999999996,2024-01-10
Saving Bank account 1,Transportation,,travels - brc to pune,Expense,5.9799999999999995,2024-01-10
Cash,Other,,garbage collector,Expense,0.45999999999999996,2024-01-10
Cash,Food,,tea,Expense,0.184,2024-01-10
Cash,Food,,sprout chat,Expense,0.184,2024-01-09
Cash,Other,,participation fee - corporate cricket league,Expense,5.9799999999999995,2024-01-09
Cash,Food,,tea+ bourbon,Expense,0.184,2024-01-08
Cash,Food,,sprout chat+tea+guava drink,Expense,0.2852,2024-01-07
Cash,Food,,sprout chat,Expense,0.138,2024-01-06
Cash,Food,,tea,Expense,0.138,2024-01-06
Cash,Other,,rent,Expense,26.0636,2024-01-05
Cash,Other,,maid,Expense,3.0636,2024-01-05
Saving Bank account 1,Food,,dinner,Expense,1.242,2024-01-05
Cash,Other,,cook,Expense,20.7,2024-01-05
Cash,Food,,shev,Expense,0.322,2024-01-04
Cash,Food,,tea,Expense,0.184,2024-01-04
Cash,Food,,rice,Expense,1.6099999999999999,2024-01-04
Saving Bank account 1,Other,,Public Provident Fund,Expense,92.0,2024-01-04
Saving Bank account 1,Other,,cricket expenses,Expense,2.0516,2024-01-03
Cash,Food,,water jar,Expense,3.2199999999999998,2024-01-03
Cash,Food,,milk half gold + 2 packs bourbon biscuits,Expense,0.4508,2024-01-03
Cash,Food,,grocery,Expense,0.6072,2024-01-02
Saving Bank account 1,Other,,Permanent Residence money transfer,Expense,92.0,2024-01-02
Cash,Food,,4 eggs,Expense,0.2576,2024-01-02
Cash,Food,,tea,Expense,0.092,2024-01-02
Credit Card,Food,,bendys chicken biryani,Expense,3.6799999999999997,2024-01-01
Cash,Transportation,,share jeep - Place T top to base,Expense,0.184,2024-01-01
Cash,Transportation,,share jeep - Place T to brc,Expense,0.552,2024-01-01
Cash,Culture,, monument,Expense,0.368,2024-01-01
Cash,Food,,Temple Prasad,Expense,1.8399999999999999,2024-01-01
Cash,Transportation,,ropeway Place T to and fro,Expense,1.3064,2024-01-01
Cash,Transportation,,share jeep - Place T base to top,Expense,0.184,2024-01-01
Cash,Transportation,,share auto - Place H to Place T base,Expense,0.184,2024-01-01
Cash,Transportation,,bus - brc to Place H,Expense,0.276,2024-01-01
Cash,Food,,tea,Expense,0.092,2024-01-01
Cash,Transportation,,share auto - hospital to brc station,Expense,0.092,2024-01-01
